,,,
gender,n.[U],性別
gap,n.[C],差距；分歧；間隙
path,n.[C],行動計畫；途徑；小路；小徑
population,n.[C U],（地區、國家的）人口；人口數量
protest,vi. vt.,抗議；反對
protest,n.[C U],抗議；反對
domestic,adj.,家庭的；家用的；國內的
chore,n.[C],日常瑣事；例行工作
majority,n.[C],大多數
chaos,n.[U],混亂
additionally,adv.,另外；此外
addition,n.[C],增加（物）；添加（物）
additional,adj.,附加的；額外的
nursery,n.[C],幼兒園
paralyze,vt.,使陷入癱瘓；使不能正常運作；使癱瘓；使麻痺
council,n.[C],委員會；理事會；（市、鎮等）議會
ban,vt.,明令禁止
ban,n.[C],禁令
discrimination,n.[U],歧視；偏袒
discriminate,vi. vt.,歧視；偏袒；辨別；區分
democratic,adj.,民主的
democracy,n.[U],民主
anniversary,n.[C],週年紀念日
salary,n.[C],薪水
tough,adj.,嚴厲的；強硬的；艱難的；困苦的
revolutionary,adj.,革命性的；巨大轉變的；革命的
revolution,n.[C U],革命；巨變；重大變革
certificate,n.[C],證明（書）；文憑；結業證書
strict,adj.,嚴格的
bold,adj.,大膽的
eliminate,vt.,消除
marvelous,adj.,極好的；非凡的
marvel,vi. vt.,感到驚奇
marvel,n.[C],奇蹟；令人驚奇的人或事物
(take...) day off, ,休假
look after, ,照顧
take to the streets, ,走上街頭；上街示威遊行
come to a standstill, ,停頓
take care of, ,(1)照顧；(2)負責；處理
take (...) steps, ,採取措施
in this regard, ,在這方面
