,,,
enterprise,n.[C],組織；公司；企業
transaction,n.[C],交易；買賣
rate,n.[C],比率
merely,adv.,僅僅；只不過
mere,adj.,（用於強調不大、不重要或效果不大）僅僅的；只不過的
accuracy,n.[U],準確性
suburb,n.[C],郊區；城外
commute,vi.,通勤；上下班往返
commute,n.[C],上下班路程
commuter,n.[C],上下班往返的人；通勤者
network,n.[C],網絡；網狀系統
efficiency,n.[U],效率；效能
efficient,adj.,效率高的
sort,vt.,整理；把⋯⋯分類
sort,n.[C],種類；類別
swiftly,adv.,迅速地
swift,adj.,迅速的
load,vt. vi.,裝載
load,n.[C],負重；負荷
retrace,vt.,沿原路返回；折回
trace,vt.,追溯；追究
trace,n.[C U],痕跡；蹤跡
massive,adj.,龐大的；巨大的
handle,vt.,搬動；觸摸；弄
code,vt.,為⋯⋯編碼
code,n.[C U],密碼；暗碼
particular,adj.,特定的；特別的
scheme,n.[C],系統；配置
tactic,n.[C],策略；手法
flawless,adj.,無瑕的；完美的
flaw,n.[C],錯誤；缺點
classic,adj.,典型的；有代表性的
classic,n.[C],經典名著
classical,adj.,古典的
excellence,n.[U],優秀；傑出
excellent,adj.,優秀的；傑出的
in large part, ,在很大的程度上
bring back, ,把......送回；歸還
on time, ,準時
without a doubt, ,毫無疑問；的確
