,,,
flood,vt. vi.,淹沒；淹水
flood,n.[C U],洪水；水災（需加冠詞）
flooding,n.[U],洪水；水災
appropriate,adj.,合適的；恰當的
promising,adj.,有希望的；大有可為的
arched,adj.,拱形的
arch,n.[C],（建築物的）拱型結構
solar,adj.,太陽能的
panel,n.[C],方格板塊；嵌板
panel,n.[C],專門小組
install,vt.,安裝
muddy,adj.,泥濘的
mud,n.[U],泥漿；淤泥
session,n.[C],（從事某樣活動的）一段時間
project,vt.,投影；投射
project,n.[C],專案；計畫
project,n.[C],（學生的）專題研究
practical,adj.,實際的
practical,adj.,實用的
issue,n.[C],議題
issue,vt.,發布
nutrition,n.[U],營養學
nutrition,n.[U],營養（物質）
nutritious,adj.,營養豐富的
hygiene,n.[U],衛生
resistant,adj.,抵抗的；有抵抗力的
resistant,adj.,抵制的；抵制的
resist,vt. vi.,抵抗；反抗
resist,vt.,抵制；抗拒
resistance,n.[U],反對；抗拒
productivity,n.[U],生產率
productive,adj.,多產的；豐饒的
sufficient,adj.,充足的；足夠的
income,n.[U C],收入；收益
financial,adj.,財務的；經融的
finance,n.[U],財務；金融
risk,m.[U C],風險；危險
risk,vt.,冒⋯⋯的風險
geographical,adj.,地理（學）的
geography,n.[U],地理學
barrier,n.[C],隔閡；障礙
barrier,n.[C],屏障；障礙物
indeed,adv.,的確；確實
opportunity,n.[C U],機會；時機
severe,adj.,非常嚴重的
severe,adj.,嚴厲的
make waves, ,推波助瀾；挑起事端
at a time, ,一次
base ... on ..., ,以⋯⋯為基礎
at risk (of), ,有危險；冒⋯⋯的風險
rise above, ,克服（困難、限制）
